SKU,Brand_Product_Size,Brand,Product Name,COL Price,COL ppu,COL Size,COL Specials,COL Category,Product URL
7400700P,Coles Mexican Sauce Mild 240g,Coles,Mexican Sauce Mild,2.5,$1.04 per 100G,240g,,International Foods,https://shop.coles.com.au/a/national/product/coles-mexican-sauce
3557426P,Bell's Bourbon Barbeque Wing Seasoning 45g,Bell's,Bourbon Barbeque Wing Seasoning,5.0,$11.11 per 100G,45g,,International Foods,https://shop.coles.com.au/a/national/product/bells-wing-seasoning-bourbon-barbeque
3466772P,Palirra Greek Gigantes Beans 280g,Palirra,Greek Gigantes Beans,4.25,$1.52 per 100G,280g,,International Foods,https://shop.coles.com.au/a/national/product/palirra-greek-gigantes-beans
5019742P,Callipo Solid Light Tuna In Olive Oil 2 Pack 320g,Callipo,Solid Light Tuna In Olive Oil 2 Pack,7.0,$2.19 per 100G,320g,,International Foods,https://shop.coles.com.au/a/national/product/callipo-tuna-in-olive-oil
3308749P,OBAP Roasted Seasoned Seaweed 8 Pack 40g,OBAP,Roasted Seasoned Seaweed 8 Pack,4.0,$10.00 per 100G,40g,,International Foods,https://shop.coles.com.au/a/national/product/obap-roasted-seasoned-seaweed
7428130P,Blue Bird Rashuns Cheese & Bacon Flavoured Corn Snacks 150g,Blue Bird,Rashuns Cheese & Bacon Flavoured Corn Snacks,3.6,$2.40 per 100G,150g,Specials,International Foods,https://shop.coles.com.au/a/national/product/blue-bird-rashuns-snacks-corn
9287550P,Bisto Beef Gravy Granules 170g,Bisto,Beef Gravy Granules,4.75,$0.28 per 10G,170g,Specials,International Foods,https://shop.coles.com.au/a/national/product/bisto-gravy-granules-plain
1871113P,Klein's Crushed Tomatoes 700mL,Klein's,Crushed Tomatoes,5.8,$8.29 per 1L,700mL,,International Foods,https://shop.coles.com.au/a/national/product/kleins-crushed-tomatoes
3812986P,Coles Jalapeno Slices 205g,Coles,Jalapeno Slices,2.5,$1.22 per 100G,205g,,International Foods,https://shop.coles.com.au/a/national/product/coles-jalapenos
3267970P,Royal Fields Borlotti Beans 1 kg,Royal Fields,Borlotti Beans,5.5,$5.50 per 1Kg,1 kg,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-borlotti-beans
1132970P,Knorr Ezogelin Corbasi Soup 80g,Knorr,Ezogelin Corbasi Soup,1.3,$1.63 per 100G,80g,Specials,International Foods,https://shop.coles.com.au/a/national/product/knorr-soup-ezogelin
3737064P,Lee Kum Kee Oyster Stir Fry Sauce 255g,Lee Kum Kee,Oyster Stir Fry Sauce,3.8,$1.49 per 100G,255g,,International Foods,https://shop.coles.com.au/a/national/product/le-kum-ke-stir-fry-oyster-sauce-3737064p
3287671P,Royal Fields Figs 250g,Royal Fields,Figs,3.4,$1.36 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-figs-3287671p
498014P,Chang's Long Life Noodles 250g,Chang's,Long Life Noodles,1.5,$0.60 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/changs-noodles-long-life
3737075P,Lee Kum Kee Teriyaki Stir Fry Sauce 250g,Lee Kum Kee,Teriyaki Stir Fry Sauce,3.8,$1.52 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/le-kum-ke-stir-fry-teriyaki-sauce-3737075p
3714557P,Sarsons Malt Vinegar 250mL,Sarsons,Malt Vinegar,3.3,$1.32 per 100mL,250mL,,International Foods,https://shop.coles.com.au/a/national/product/sarsons-malt-vinegar
3750765P,Old El Paso Fiery Soft Taco Kit 405g,Old El Paso,Fiery Soft Taco Kit,5.0,$1.23 per 100G,405g,Specials,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-fiery-soft-taco-kit
3337339P,Britannia Ghee 500mL,Britannia,Ghee,8.7,$1.74 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/britannia-ghee
3018137P,Lekker Traditional Mini Sticks 30g,Lekker,Traditional Mini Sticks,3.9,$13.00 per 100G,30g,,International Foods,https://shop.coles.com.au/a/national/product/lekker-mini-sticks-traditional
3740116P,Shinho Sweet Bean Paste 400g,Shinho,Sweet Bean Paste,1.75,$0.44 per 100G,400g,,International Foods,https://shop.coles.com.au/a/national/product/shinho-swet-bean-paste
3714579P,Bartons Red Cabbage 440g,Bartons,Red Cabbage,6.0,$1.36 per 100G,440g,,International Foods,https://shop.coles.com.au/a/national/product/bartons-red-cabbage
8192492P,Gaganis Premium Red Rosy Split Lentils 1kg,Gaganis,Premium Red Rosy Split Lentils,4.2,$4.20 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-lentils-red-rosey-split
5666513P,Patak's Korma Curry Paste Mild 290g,Patak's,Korma Curry Paste Mild,5.5,$1.90 per 100G,290g,,International Foods,https://shop.coles.com.au/a/national/product/pataks-paste-korma-curry-mild
3652868P,Elite Must Cubes Peppermint 58g,Elite,Must Cubes Peppermint,5.0,$8.62 per 100G,58g,,International Foods,https://shop.coles.com.au/a/national/product/elite-must-cubes-peppermint
3168708P,Terra Maris Reggianino Grissino 250g,Terra Maris,Reggianino Grissino,4.5,$1.80 per 100G,250g,,International Foods,https://shop.coles.com.au/a/national/product/terra-maris-grissino-reggianin
7209691P,Maharajah's Choice Gulab Jamun 1kg,Maharajah's Choice,Gulab Jamun,7.75,$0.78 per 100G,1kg,,International Foods,https://shop.coles.com.au/a/national/product/maharajahs-choice-sweet-gulabjamun
3740058P,Pandaroo Chilli Flakes Crushed 75g,Pandaroo,Chilli Flakes Crushed,2.05,$2.73 per 100G,75g,,International Foods,https://shop.coles.com.au/a/national/product/pandaro-chilli-flakes-crushed-3740058p
7065944P,Bakers Tennis Biscuits 200g,Bakers,Tennis Biscuits,3.5,$1.75 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/bakers-biscuits-tennis
3651990P,Shneider's Yo Mix Crackers 350g,Shneider's,Yo Mix Crackers,5.4,$1.54 per 100G,350g,,International Foods,https://shop.coles.com.au/a/national/product/shneiders-yo-mix-crackers
3736990P,Lee Kum Kee Gluten Free Soya Sauce 250mL,Lee Kum Kee,Gluten Free Soya Sauce,4.0,$1.60 per 100mL,250mL,,International Foods,https://shop.coles.com.au/a/national/product/le-kum-ke-gluten-fre-soya-sauce-3736990p
5252452P,Erawan Tapioca Starch 500g,Erawan,Tapioca Starch,1.0,$0.20 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/erawan-tapioca-starch
6801749P,Shabbat Shalom Serviettes 1 pack,Shabbat Shalom,Serviettes,5.45,$5.45 per 1Ea,1 pack,,International Foods,https://shop.coles.com.au/a/national/product/shabbat-shalom-serviettes
8853710P,UFC Bean Sprouts 410g,UFC,Bean Sprouts,2.3,$0.56 per 100G,410g,,International Foods,https://shop.coles.com.au/a/national/product/ufc-bean-sprouts
3474318P,Coles Indian Roti Plain 6 Pack 280g,Coles,Indian Roti Plain 6 Pack,2.7,$0.96 per 100G,280g,Specials,International Foods,https://shop.coles.com.au/a/national/product/coles-indian-roti-traditional-6-pack
8192787P,Gaganis Premium Yellow Split Peas 1kg,Gaganis,Premium Yellow Split Peas,2.4,$2.40 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-peas-yellow-split
62926P,Maharajah's Choice Plain Pappadams 200g,Maharajah's Choice,Plain Pappadams,2.9,$1.45 per 100G,200g,,International Foods,https://shop.coles.com.au/a/national/product/maharajahs-choice-pappadams-plain
4486367P,Neriot Candle Refills 72 pack,Neriot,Candle Refills,18.8,$0.26 per 1Ea,72 pack,,International Foods,https://shop.coles.com.au/a/national/product/neriot-ner-zion-candle-refills-4486367p
1384349P,Jinmailang Wide Noodle 1kg,Jinmailang,Wide Noodle,2.5,$2.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/jinmailing-wide-noodle
3263560P,Deemah Date Bars 450g,Deemah,Date Bars,3.8,$0.84 per 100G,450g,,International Foods,https://shop.coles.com.au/a/national/product/deemah-date-bar
3753694P,Ayam Organic Coconut Milk 400mL,Ayam,Organic Coconut Milk,3.0,$0.75 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-organic-coconut-milk
6823683P,Valcom Panaeng Curry Paste 210g,Valcom,Panaeng Curry Paste,3.2,$1.52 per 100G,210g,Specials,International Foods,https://shop.coles.com.au/a/national/product/valcom-paste-panang-curry
3312178P,Whittaker's West Coast Buttermilk Caramelised White Chocolate 100g,Whittaker's,West Coast Buttermilk Caramelised White Chocolate,4.5,$4.50 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/whittakers-white-choc-caramelised-buttermilk
6801057P,Ayam Thai Red Curry Paste 195g,Ayam,Thai Red Curry Paste,2.75,$1.41 per 100G,195g,Specials,International Foods,https://shop.coles.com.au/a/national/product/ayam-paste-thai-red-curry
3753708P,Ayam Organic Coconut Cream 400mL,Ayam,Organic Coconut Cream,3.0,$0.75 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-organic-coconut-cream
2017456P,TCC Light Coconut Cream 400mL,TCC,Light Coconut Cream,2.15,$0.54 per 100mL,400mL,,International Foods,https://shop.coles.com.au/a/national/product/tcc-light-coconut-cream
2219392P,Kvuzat Yavneh Cucumber In Mini Brine 540g,Kvuzat Yavneh,Cucumber In Mini Brine,5.7,$1.06 per 100G,540g,,International Foods,https://shop.coles.com.au/a/national/product/kvuzat-yavneh-mini-brine-(18-25)-540gr
3665994P,Baci Assorted Chocolate Truffle With Hazelnuts 175g,Baci,Assorted Chocolate Truffle With Hazelnuts,9.5,$5.43 per 100G,175g,,International Foods,https://shop.coles.com.au/a/national/product/baci-assorted-bijou
2015621P,Chocofreta Plain Milk Chocolate Covered Wafer 38g,Chocofreta,Plain Milk Chocolate Covered Wafer,1.65,$4.34 per 100G,38g,Specials,International Foods,https://shop.coles.com.au/a/national/product/chocofreta-plain
9026761P,Podravka Chicken Paste 95g,Podravka,Chicken Paste,2.1,$2.21 per 100G,95g,,International Foods,https://shop.coles.com.au/a/national/product/podravka-paste-hen-meat
3735660P,Coles Asia Vermicelli Rice Noodle 340g,Coles,Asia Vermicelli Rice Noodle,2.0,$0.59 per 100G,340g,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-vermicelli-rice-nodle
3083412P,Siena Cafe Crema Whole Roasted Coffee Beans 1kg,Siena,Cafe Crema Whole Roasted Coffee Beans,10.6,$10.60 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/siena-cafe-crema-whole-roasted-coffee
3492863P,Coles Mexico Smokey Salsa Roja Medium 300g,Coles,Mexico Smokey Salsa Roja Medium,4.0,$1.33 per 100G,300g,,International Foods,https://shop.coles.com.au/a/national/product/coles-salsa-roja
3263811P,Deemah Bisweel Cookies With Cocoa Cream Filling 18 Pieces 360g,Deemah,Bisweel Cookies With Cocoa Cream Filling 18 Pieces,3.5,$0.97 per 100G,360g,,International Foods,https://shop.coles.com.au/a/national/product/deemah-bisweel
6082030P,Taaman Tuna Chunk Light In Brine 170g,Taaman,Tuna Chunk Light In Brine,3.3,$19.41 per 1Kg,170g,,International Foods,https://shop.coles.com.au/a/national/product/willi-foods-sp-tuna-chunk-light-in-brine
7550305P,Swiss Selection Dark Chocolate Noir 100g,Swiss Selection,Dark Chocolate Noir,4.0,$4.00 per 100G,100g,,International Foods,https://shop.coles.com.au/a/national/product/swiss-selection-premium-chocolate-72%25-cocoa
8446841P,Ungers Duck Sauce 1.13kg,Ungers,Duck Sauce,7.85,$6.95 per 1L,1.13kg,,International Foods,https://shop.coles.com.au/a/national/product/ungers-sauce-duck
3744387P,Alicia's Sherry Vinegar 375mL,Alicia's,Sherry Vinegar,6.0,$1.60 per 100mL,375mL,,International Foods,https://shop.coles.com.au/a/national/product/alicia-s-sherry-vinegar
3466761P,Palirria Vine Leaves Stuffed With Rice & Herbs 280g,Palirria,Vine Leaves Stuffed With Rice & Herbs,5.5,$1.96 per 100G,280g,,International Foods,https://shop.coles.com.au/a/national/product/palirria-vine-leaves-stuffed-with-rice
3652937P,Bgan Apple & Mango Fruit Pouch 113g,Bgan,Apple & Mango Fruit Pouch,1.9,$1.68 per 100G,113g,,International Foods,https://shop.coles.com.au/a/national/product/bgan-fruit-pouches-apple-mango
3843593P,Imperial Nuts Sweet & Savoury Bar Mix 114g,Imperial Nuts,Sweet & Savoury Bar Mix,3.9,$3.42 per 100G,114g,,International Foods,https://shop.coles.com.au/a/national/product/imperial-nuts-swet-savoury-bar-mix
9802136P,Gaganis Dry Greek Figs 284g,Gaganis,Dry Greek Figs,3.95,$1.39 per 100G,284g,Specials,International Foods,https://shop.coles.com.au/a/national/product/gaganis-figs-dry-greek
3709910P,Odlums White Scone Mix 450g,Odlums,White Scone Mix,4.5,$1.00 per 100G,450g,,International Foods,https://shop.coles.com.au/a/national/product/odlums-white-scone-mix
4486560P,Ner Mitzvah Tealight Candles 50 pack,Ner Mitzvah,Tealight Candles,7.0,$0.14 per 1Ea,50 pack,,International Foods,https://shop.coles.com.au/a/national/product/ner-zion-sp-candles-tealight-4hrs
6165772P,Ayam Oyster Sauce 420mL,Ayam,Oyster Sauce,4.5,$1.07 per 100mL,420mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-oyster
3557460P,Musselman's Blueberry Pie Filling 595g,Musselman's,Blueberry Pie Filling,5.5,$0.92 per 100G,595g,,International Foods,https://shop.coles.com.au/a/national/product/musselmans-blueberry-pie-filling
3287740P,Royal Fields Poppy Seeds 500g,Royal Fields,Poppy Seeds,8.5,$1.70 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-poppy-seeds-3287740p
3740080P,Pandaroo Mung Bean 375g,Pandaroo,Mung Bean,2.7,$0.72 per 100G,375g,,International Foods,https://shop.coles.com.au/a/national/product/pandaro-mung-bean
3828170P,Royal Fields Popping Corn 500g,Royal Fields,Popping Corn,3.7,$0.74 per 100G,500g,,International Foods,https://shop.coles.com.au/a/national/product/royal-fields-popping-corn-3828170p
3477156P,Masterfoods Heat & Eat Channa Masala 285g,Masterfoods Heat & Eat,Channa Masala,3.5,$1.23 per 100G,285g,,International Foods,https://shop.coles.com.au/a/national/product/masterfoods-ready-to-heat-channa-masala
3843469P,Tuscanini Pasta Fusilli 454g,Tuscanini,Pasta Fusilli,3.3,$0.73 per 100G,454g,,International Foods,https://shop.coles.com.au/a/national/product/tuscanini-pasta-fusilli
3642853P,Jelly B Drinkable Konjac Jelly Blueberry Flavour 150mL,Jelly B,Drinkable Konjac Jelly Blueberry Flavour,2.7,$1.80 per 100mL,150mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/yacoya-jelly-b-drinkable-konjac-jelly-blueberry
7534750P,Haddar Mayonnaise 906g,Haddar,Mayonnaise,10.3,$1.14 per 100G,906g,,International Foods,https://shop.coles.com.au/a/national/product/liebers-ungers-mayonnaise-klp
2684337P,Protein Punch BBQ Flavour 40g,Protein Punch,BBQ Flavour,4.85,$12.13 per 100G,40g,,International Foods,https://shop.coles.com.au/a/national/product/protein-punch-bbq-flavour
480530P,Ayam Hoi Sin Sauce 210mL,Ayam,Hoi Sin Sauce,3.5,$1.67 per 100mL,210mL,,International Foods,https://shop.coles.com.au/a/national/product/ayam-sauce-hoi-sin
291457P,Old El Paso Taco Kit Mild 290g,Old El Paso,Taco Kit Mild,5.0,$1.72 per 100G,290g,,International Foods,https://shop.coles.com.au/a/national/product/old-el-paso-taco-kit-mild
4394462P,Challenge Gold Medal Crushed Garlic 175g,Challenge,Gold Medal Crushed Garlic,2.75,$1.57 per 100G,175g,,International Foods,https://shop.coles.com.au/a/national/product/challenge-garlic-crushed
2001445P,Ayam Massaman Curry Paste 195g,Ayam,Massaman Curry Paste,2.75,$1.41 per 100G,195g,Specials,International Foods,https://shop.coles.com.au/a/national/product/ayam-massaman-curry-paste-2001445p
3642875P,Jelly B Drinkable Konjac Jelly Mango Flavour 150mL,Jelly B,Drinkable Konjac Jelly Mango Flavour,2.7,$1.80 per 100mL,150mL,Specials,International Foods,https://shop.coles.com.au/a/national/product/yacoya-jelly-b-drinkable-konjac-jelly-mango
348226P,Osem Chocolate Flavour Instant Pudding 95g,Osem,Chocolate Flavour Instant Pudding,2.5,$2.63 per 100G,95g,,International Foods,https://shop.coles.com.au/a/national/product/osem-sp-pudding-chocolate
9541961P,Kedem Chocolate Tea Biscuit 108g,Kedem,Chocolate Tea Biscuit,1.45,$1.34 per 100G,108g,,International Foods,https://shop.coles.com.au/a/national/product/kedem-biscuits-tea-chocolate
5077283P,Yeo's Sesame Oil 150mL,Yeo's,Sesame Oil,3.15,$2.10 per 100mL,150mL,,International Foods,https://shop.coles.com.au/a/national/product/yeos-oil-sesame-5077283p
3817470P,Eurocake Cookie Rainbow 234g,Eurocake,Cookie Rainbow,5.2,$2.22 per 100G,234g,,International Foods,https://shop.coles.com.au/a/national/product/eurocake-cokie-rainbow
3725270P,Coles Asia Light Soy Sauce 1.9L,Coles,Asia Light Soy Sauce,6.0,$3.16 per 1L,1.9L,,International Foods,https://shop.coles.com.au/a/national/product/coles-asia-lite-soy-sauce
9218536P,Beigel & Beigel Sesame Sticks 150g,Beigel & Beigel,Sesame Sticks,2.0,$1.33 per 100G,150g,,International Foods,https://shop.coles.com.au/a/national/product/b-b-sesame-sticks
9781987P,Gaganis Semolina Coarse 1kg,Gaganis,Semolina Coarse,3.5,$3.50 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/gaganis-semolina-coarse
3335300P,Mother's Recipe Mixed Pickle 500g,Mother's Recipe,Mixed Pickle,3.2,$0.64 per 100G,500g,Specials,International Foods,https://shop.coles.com.au/a/national/product/mothers-recipe-mixed-pickle
3309220P,Nestle Pixie Caramel Bar 50g,Nestle,Pixie Caramel Bar,2.5,$5.00 per 100G,50g,,International Foods,https://shop.coles.com.au/a/national/product/pixie-caramel-bar
1383299P,Lee Kum Kee Pork Bone Hot Pot Soup Base 50g,Lee Kum Kee,Pork Bone Hot Pot Soup Base,2.0,$4.00 per 100G,50g,,International Foods,https://shop.coles.com.au/a/national/product/lee-kum-kee-mos-sauce-pork-bone-hot-pot
3339390P,Daawat Everyday gold Basmati Rice 5kg,Daawat,Everyday gold Basmati Rice,10.0,$0.20 per 100G,5kg,Specials,International Foods,https://shop.coles.com.au/a/national/product/daawat-everyday-rice
7477941P,Kedem Concord Grape Juice 946mL,Kedem,Concord Grape Juice,9.0,$9.51 per 1L,946mL,,International Foods,https://shop.coles.com.au/a/national/product/kedem-juice-grape-concord
2158822P,Pattu Chick Peas Tyson 1kg,Pattu,Chick Peas Tyson,3.0,$3.00 per 1Kg,1kg,,International Foods,https://shop.coles.com.au/a/national/product/pattu--chick-peas-tyson
5305093P,Mae Ploy Sweet Chilli Sauce 280mL,Mae Ploy,Sweet Chilli Sauce,2.9,$1.04 per 100mL,280mL,,International Foods,https://shop.coles.com.au/a/national/product/mae-ploy-sauce-chilli-sweet
3843629P,Benny's Soy Sauce 500mL,Benny's,Soy Sauce,7.0,$1.40 per 100mL,500mL,,International Foods,https://shop.coles.com.au/a/national/product/benny-s-sauces-soy-sauce
5988P,Unger's Kosher  Dill Pickles 900g,Unger's,Kosher  Dill Pickles,9.5,$10.56 per 1Kg,900g,,International Foods,https://shop.coles.com.au/a/national/product/ungars-pickles
1720785P,Taste Of Asia Nori Seaweed Sheets 10 pack,Taste Of Asia,Nori Seaweed Sheets,6.0,$0.60 per 1Ea,10 pack,,International Foods,https://shop.coles.com.au/a/national/product/taste-of-asia-nori-seaweed-sheets
